-67.284359 -25.720673 7.038
-67.284607 -25.720701 6.95
-66.659725 -26.068601 0.43
-67.02498 -25.804946 4.846
-67.04812 -25.739901 5.939
-66.659778 -26.068819 0.491
-67.113123 -25.818844 6.835
-66.756807 -25.950079 2.372
-67.0514 -25.897819 3.763
-66.658244 -26.070361 -0.481
-66.978898 -25.798012 2.34
-66.97793 -25.799282 2.955
-66.977454 -25.800529 3.172
-66.660002 -26.070081 -0.619
-67.323661 -25.83691 5.75
-67.089225 -26.008103 9.507
-66.618502 -26.302979 -0.422
-67.089319 -25.728139 6.854
-66.618083 -26.305377 0.753
-66.686674 -26.309947 0.507
-66.801099 -25.964266 1.32
-67.017456 -25.71015 6.027
-66.617904 -26.304775 0.304
-66.619576 -26.305573 -0.599
-67.317419 -25.836243 4.488
-67.199963 -25.62086 6.708
-67.200431 -25.620398 6.639
-66.611023 -26.304517 1.726
-66.932747 -26.103676 8.128
-67.196484 -25.643323 5.397
-66.93326 -26.103534 7.88
-66.617004 -26.303833 0.558
-67.097534 -25.89209 7.329
-66.660173 -26.073621 0.101
-66.656608 -26.070431 -0.153
-66.655404 -26.176858 -2.564
-66.655839 -26.178015 -1.029
-66.653646 -26.267639 2.452
-67.046293 -25.691085 7.399
-66.654289 -26.267548 1.759
-66.70127 -26.013745 -0.7
-67.305505 -25.83877 3.89
-67.041484 -25.690946 7.251
-67.042485 -25.691347 7.842
-66.658923 -26.068819 -0.107
-67.202938 -26.028377 6.131
-66.659049 -26.068024 0.11
-66.659485 -26.06849 0.121
-66.658586 -26.068831 0.013
-66.658944 -26.06734 -0.108
-66.663436 -26.068205 0.624
-66.658403 -26.068095 -0.437
-66.658655 -26.068492 0.457
-66.660229 -26.069226 -2.017
-66.7554 -26.136334 4.192
-66.589974 -26.227069 -2.026
-67.065767 -26.039587 6.972
-67.067297 -26.041028 4.676
-67.066496 -26.041465 5.496
-67.065438 -26.04137 6.117
-67.063794 -26.038169 9.541
-67.066748 -26.037431 8.473
-67.065914 -26.041172 4.5
-67.049349 -26.043807 9.497
-66.61921 -26.305766 0.186
-67.066353 -26.038865 7.644
-67.068681 -26.039425 3.72
-67.070907 -26.035486 5.719
-67.065865 -26.037701 8.531
-66.825826 -25.856116 8.317
-66.822652 -25.859509 0.478
-66.828422 -25.85604 10.453
-66.825077 -25.85674 8.1
-67.071525 -26.036934 6.501
-66.617529 -26.302856 0.262
-66.974915 -25.801337 3.18
-66.975106 -25.801917 3.26
-66.976449 -25.800201 2.767
-66.974626 -25.801188 3.267
-66.97356 -25.801137 3.309
-67.075403 -25.874862 6.358
-67.056128 -26.035195 9.358
-67.057524 -26.036407 8.137
-66.975732 -25.799746 2.949
-67.070296 -26.039028 4.757
-67.069198 -26.034245 8.726
-67.070959 -26.035227 6.835
-66.76241 -26.076782 1.092
-66.796733 -25.995422 1.672
-66.256995 -26.27255 -0.363
-66.97255 -25.801109 3.305
-67.030741 -25.712185 6.507
-66.659037 -26.067942 -0.133
-66.971615 -25.802106 3.228
-66.971916 -25.802271 3.262
-66.669141 -26.055015 1.325
-66.66864 -26.054738 -0.003
